STT,漢字,音（漢越）,読み方,意味
2487,納まる,NẠP,おさまる,"lưu lại, dịu xuống"
2488,治まる,TRỊ,おさまる,"dịu lại, lắng đi, thuyên giảm"
2489,定まる,ĐỊNH,さだまる,ổn định
2490,備わる,BỊ,そなわる,"gắn liền, trang bị"
2491,染まる,NHIỄM,そまる,nhuộm
2492,務まる,VỤ,つとまる,hoàn thành nhiệm vụ
2493,連なる,LIÊN,つらなる,"kết nối, liên kết"
2494,隔たる,CÁCH,へだたる,cách biệt
2495,群がる,QUẦN,むらがる,kết thành đàn
2496,挙がる,CỬ,あがる,được đề cử
2497,絡まる,LẠC,からまる,"bị vướng vào, bị rối"
2498,極まる,CỰC,きわまる,"cùng cực, kết thúc"
2499,授かる,THỤ,さずかる,thu được
2500,尽きる,TẪN,つきる,"dốc hết, cạn kiệt"
2501,帯びる,ĐỚI,おびる,"nhiễm, được giao, đeo"
2502,省みる,TỈNH,かえりみる,"nhìn lại, hồi tưởng"
2503,顧みる,CỐ,かえりみる,"nhớ lại, hình dung lại"
2504,試みる,THÍ,こころみる,thử
2505,率いる,SUẤT,ひきいる,"dẫn đầu, dẫn dắt"
2506,老いる,LÃO,おいる,già
2507,朽ちる,HỦ,くちる,"mục nát, thối rữa"
2508,懲りる,TRỪNG,こりる,"mở mắt ra, tỉnh ngộ"
2509,染みる,NHIỄM,しみる,"thấm, ngấm"
2510,綻びる,TRÁN,ほころびる,"sổ mép, bung (chỉ)"
2511,滅びる,DIỆT,ほろびる,"bị phá hủy, bị hủy hoại"
2512,綴じる,TRUYẾT,とじる,"may, khâu, xếp lại làm một"
2513,恥じる,SỈ,はじる,"xấu hổ, ngượng"
2514,萎びる,ỦY,しなびる,"héo, rủ xuống"
2515,報いる,BÁO,むくいる,"báo đáp, đền đáp"
2516,鑑みる,GIÁM,かんがみる,"tham khảo, đối chiếu"
2517,悔いる,HỐI,くいる,"ăn năn, hối hận"
