STT,漢字,音（漢越）,読み方,意味
6801,関係を保つ,BẢO (保),かんけいをたもつ,giữ mối quan hệ
6802,契約を結ぶ,KẾT (結),けいやくをむすぶ,kí kết hợp đồng
6803,人生を歩む,BỘ (歩),じんせいをあうむ,"đi qua cuộc đời, sống cuộc đời"
6804,空が霞む,HÀ (霞),そらがかすむ,bầu trời mù sương
6805,音楽に親しむ,THÂN (親),おんがくにしたしむ,đắm chìm trong âm nhạc
6806,経験に富む,PHÚ (富),けいけんにとむ,có nhiều kinh nghiệm
6807,勉学に励む,LỆ (励),べんがくにはげむ,ra sức học tập
6808,顔が歪む,OAI (歪),かおがゆがむ,méo mặt
6809,気が弛む,THỈ (弛),きがゆるむ,lơ là mất cảnh giác
6810,気が緩む,HOÃN (緩),きがゆるむ,"lơ là không đề phòng, mất cảnh giác"
6811,店を営む,DOANH (営),みせをいとなむ,kinh doanh cửa hàng
6812,利子を生む,SINH (生),りしをうむ,sinh lời
6813,芽を摘む,TRÍCH (摘),めをつむ,ngắt nụ hoa
6814,人を妬む,ĐỐ (妬),ひとをねたむ,ghen tị với người khác
6815,行く手を阻む,TRỞ (阻),ゆくてをはばむ,cản trở bước tiến
6816,お金を恵む,HUỆ (恵),おかねをめぐむ,cho tiền
6817,気を病む,BỆNH (病),きをやむ,lo lắng khổ sở
6818,迷いを断つ,ĐOẠN (断),まよいをたつ,dứt bỏ mê muội
6819,師を尊ぶ,TÔN (尊),しをとうとぶ,"tôn sư, kính trọng thầy"
6820,個性を貴ぶ,QUÝ (貴),こせいをとうとぶ,quý trọng cá tính
6821,リンゴが傷む,THƯƠNG (傷),リンゴがいたむ,quả táo bị thâm
6822,傷口が膿む,NÙNG (膿),きずぐちがうむ,vết thương mưng mủ
6823,目が潤む,NHUẬN (潤),めがうるむ,"mắt ươn ướt, rơm rớm"
6824,目が眩む,HUYỄN (眩),めがくらむ,"hoa mắt, choáng váng"
6825,場が和む,HÒA (和),ばがなごむ,nơi yên bình
6826,危険が潜む,TIỀM (潜),きけんがひそむ,nguy hiểm rình rập
6827,不幸な人を憐れむ,LÂN (憐),ふこうなひとをあわれむ,thương hại người bất hạnh
6828,死者を悼む,ĐIỆU (悼),ししゃをいたむ,đau buồn người chết
6829,救助を拒む,CỰ (拒),きゅうじょをこばむ,từ chối viện trợ
6830,悪事を企む,XÍ (企),あくじをたくらむ,bày mưu làm chuyện xấu
6831,愛を育む,DỤC (育),あいをはぐくむ,nuôi dưỡng tình yêu
6832,計画をもくろむ,-,けいかくをもくろむ,lên kế hoạch
6833,連絡を絶つ,TUYỆT (絶),れんらくをたつ,cắt đứt liên lạc
6834,矢を放つ,PHÓNG (放),やをはなつ,bắn tên
6835,恥を忍ぶ,NHẪN (忍),はじをしのぶ,"giấu ngượng, nuốt nhục"
6836,慅郷を偲ぶ,TƯ (偲),こきょうをしのぶ,nhớ quê hương
